baskett case	Justin Gage (Ten - WR) 
baskett case	Ryan Grant (GB - RB) 
baskett case	Ike Hilliard (TB - WR) 
baskett case	Marshawn Lynch (Buf - RB) 
baskett case	Donovan McNabb (Phi - QB) 
baskett case	Billy Miller (NO - TE) 
baskett case	Greg Olsen (Chi - TE) 
baskett case	Chad Pennington (Mia - QB) 
baskett case	Amani Toomer (KC - WR) 
baskett case	Reggie Wayne (Ind - WR)
baskett case	Rian Lindell (Buf - K)
baskett case	Jacksonville (Jac - DEF)
HIT BUTT	Marion Barber (Dal - RB) 
HIT BUTT	Tashard Choice (Dal - RB) 
HIT BUTT	Donald Driver (GB - WR) 
HIT BUTT	Justin Fargas (Oak - RB) 
HIT BUTT	Joe Flacco (Bal - QB) 
HIT BUTT	Tony Gonzalez (Atl - TE) 
HIT BUTT	Shaun Hill (SF - QB) 
HIT BUTT	Maurice Jones-Drew (Jac - RB) 
HIT BUTT	Mewelde Moore (Pit - RB) 
HIT BUTT	Sammy Morris (NE - RB) 
HIT BUTT	Randy Moss (NE - WR) 
HIT BUTT	Dominic Rhodes (Buf - RB) 
HIT BUTT	Wes Welker (NE - WR)
HIT BUTT	Ryan Longwell (Min - K)
HIT BUTT	New York (NYJ - DEF)
Mr. Krabs	Plaxico Burress (NYG - WR) 
Mr. Krabs	Mark Clayton (Bal - WR) 
Mr. Krabs	Jerricho Cotchery (NYJ - WR) 
Mr. Krabs	Jay Cutler (Chi - QB) 
Mr. Krabs	Antonio Gates (SD - TE) 
Mr. Krabs	Domenik Hixon (NYG - WR) 
Mr. Krabs	Le'Ron McClain (Bal - RB) 
Mr. Krabs	Darren McFadden (Oak - RB) 
Mr. Krabs	Lance Moore (NO - WR) 
Mr. Krabs	Tony Romo (Dal - QB) 
Mr. Krabs	Pierre Thomas (NO - RB) 
Mr. Krabs	Michael Turner (Atl - RB)
Mr. Krabs	Rob Bironas (Ten - K)
Mr. Krabs	Dallas (Dal - DEF) 
Mr. Krabs	Tennessee (Ten - DEF)
Detroit Lions	Bernard Berrian (Min - WR) 
Detroit Lions	Steve Breaston (Ari - WR) 
Detroit Lions	Joey Galloway (NE - WR) 
Detroit Lions	Ted Ginn Jr. (Mia - WR) 
Detroit Lions	Peyton Hillis (Den - RB) 
Detroit Lions	T.J. Houshmandzadeh (Sea - WR) 
Detroit Lions	Brandon Jacobs (NYG - RB) 
Detroit Lions	Peyton Manning (Ind - QB) 
Detroit Lions	Zach Miller (Oak - TE) 
Detroit Lions	Willie Parker (Pit - RB) 
Detroit Lions	Clinton Portis (Was - RB) 
Detroit Lions	Tony Scheffler (Den - TE) 
Detroit Lions	Fred Taylor (NE - RB)
Detroit Lions	Josh Scobee (Jac - K)
Detroit Lions	Miami (Mia - DEF)
Cannons	Anquan Boldin (Ari - WR) 
Cannons	Deion Branch (Sea - WR) 
Cannons	Isaac Bruce (SF - WR) 
Cannons	Matt Forte (Chi - RB) 
Cannons	Jeff Garcia (Oak - QB) 
Cannons	Chris Johnson (Ten - RB) 
Cannons	Santana Moss (Was - WR) 
Cannons	Chad Ochocinco (Cin - WR) 
Cannons	Kyle Orton (Den - QB) 
Cannons	Jeremy Shockey (NO - TE) 
Cannons	Jonathan Stewart (Car - RB) 
Cannons	Tyler Thigpen (KC - QB) 
Cannons	Kellen Winslow (TB - TE)
Cannons	John Kasay (Car - K)
Cannons	Indianapolis (Ind - DEF)
whatwhatwhatwhat	Joseph Addai (Ind - RB) 
whatwhatwhatwhat	Drew Brees (NO - QB) 
whatwhatwhatwhat	Owen Daniels (Hou - TE) 
whatwhatwhatwhat	Warrick Dunn (TB - RB) 
whatwhatwhatwhat	Lee Evans (Buf - WR) 
whatwhatwhatwhat	Marvin Harrison (Ind - WR) 
whatwhatwhatwhat	Devin Hester (Chi - WR) 
whatwhatwhatwhat	Torry Holt (Jac - WR) 
whatwhatwhatwhat	Matt Jones (Jac - WR) 
whatwhatwhatwhat	Eli Manning (NYG - QB) 
whatwhatwhatwhat	Derrick Ward (TB - RB) 
whatwhatwhatwhat	Leon Washington (NYJ - RB) 
whatwhatwhatwhat	Jason Witten (Dal - TE)
whatwhatwhatwhat	David Akers (Phi - K)
whatwhatwhatwhat	Chicago (Chi - DEF)
Mr. Bananagrabber	Dallas Clark (Ind - TE) 
Mr. Bananagrabber	Patrick Crayton (Dal - WR) 
Mr. Bananagrabber	Kevin Faulk (NE - RB) 
Mr. Bananagrabber	Frank Gore (SF - RB) 
Mr. Bananagrabber	Steven Jackson (StL - RB) 
Mr. Bananagrabber	Vincent Jackson (SD - WR) 
Mr. Bananagrabber	Muhsin Muhammad (Car - WR) 
Mr. Bananagrabber	Jerious Norwood (Atl - RB) 
Mr. Bananagrabber	Ray Rice (Bal - RB) 
Mr. Bananagrabber	Aaron Rodgers (GB - QB) 
Mr. Bananagrabber	Steve Smith (Car - WR) 
Mr. Bananagrabber	Kurt Warner (Ari - QB) 
Mr. Bananagrabber	Reggie Williams (Jac - WR)
Mr. Bananagrabber	Robbie Gould (Chi - K)
Mr. Bananagrabber	Green Bay (GB - DEF)
aut-gnome-atic	Laveranues Coles (Cin - WR) 
aut-gnome-atic	Brett Favre (Min - QB) 
aut-gnome-atic	David Garrard (Jac - QB) 
aut-gnome-atic	Devery Henderson (NO - WR) 
aut-gnome-atic	Edgerrin James (Sea - RB) 
aut-gnome-atic	Rudi Johnson (Det - RB) 
aut-gnome-atic	Julius Jones (Sea - RB) 
aut-gnome-atic	Heath Miller (Pit - TE) 
aut-gnome-atic	Hines Ward (Pit - WR) 
aut-gnome-atic	Brian Westbrook (Phi - RB) 
aut-gnome-atic	Roddy White (Atl - WR) 
aut-gnome-atic	Ricky Williams (Mia - RB)
aut-gnome-atic	John Carney (NO - K)
aut-gnome-atic	San Diego (SD - DEF) 
aut-gnome-atic	Tampa Bay (TB - DEF)
