CUSTOMER_ID,MKT_NUM,MAIN_TN,LISTING_TELNO,MAIN_LISTED_NAM,LISTING_NAME,POC_NAM,SIC_CODE,SIC_DESCRIPTION,ITEM_HEADG,SHORT_HEADING_NAME,STREET_ADDR,ADTNL_ADDR_INF,CITY_NAM,STATE_CDE,ZIP_CDE,UNIFIER_ID
2501169184,47524,9738385676,9738385676,Bowman Fence Company,Bowman Fence Company,WILLARD RADIMER,5211,Ret Bldg Materials. Hrdwre. Grdn Sup - Lumber and other building materials,248090,FENCE,35  Hamburg Trnpk,,Bloomingdale,NJ,,1.7E+14
2501169184,47524,9738385676,9738385676,Bowman Fence Company,Guardian Pool Fence Systems Of NJ By Bowman Fence,WILLARD RADIMER,1799,Construction Special Trade Contractors - Construction Special Trade Contractors  nec,651700,SWIMMING POOL ENCLOSURES,35  Hamburg Trnpk,,Bloomingdale,NJ,7403,1.7E+14
2501290819,47524,9738387776,9738387776,Rivers Kitchens Of Northern Nj,Rivers Kitchens Of Northern Nj,NICK SALLEROLLI,5722,Ret Furniture. Home Furnishings - Household appliance stores,4000283,KITCHEN CABINETS & EQUIP ,86  Main St,,Bloomingdale,NJ,,4.3E+14
2501313806,47524,9738387300,9738387300,Lakeland Bank,Lakeland Bank,TONY ROSE,6022,Banking - State commercial banks,60300,BANKS,28  Main,,Bloomingdale,NJ,7438,4.3E+14
2500130290,47524,9737515644,9737515644,Brand M M,Brand M M,DOROTHY SIMON-OFFICE MANAGER,8011,Service Health - Offices and clinics of medical doctors,2000684,PHYSICIANS & SURGEONS,5  Franklin Av,,Belleville,NJ,,4.3E+14
2500195162,47524,2017445483,9737513836,Block H & R,H & R Block, ,8244,Service Education - Business and secretarial schools,2010931,SCHOOLS-BUSINESS,141  Washington Av,,Belleville,NJ,,1.7E+14
2500690571,47524,8005224100,9734500722,Valley National Bank,Valley National Bank,LEANNE KLEINMANNS,6022,Banking - State commercial banks,60300,BANKS,381  Franklin Av,,Belleville,NJ,,1.7E+14
2500175373,47524,9732567751,9732630106,Alumineers-Vinyleers Siding Contractors,Alumineers Vinyleers Inc,HOWARD CATON,1761,Construction Special Trade Contractors - Roofing  siding  and sheetmetal work,609700,SIDING CONTRACTORS,501  Division St,,Boonton,NJ,,1.7E+14
2500351800,47524,9738381050,9738381050,NY-NJ Trailer Corp,NY-NJ Trailer Corp, ,5561,Ret Auto Dealers. Service Stations - Recreational vehicle dealers,3000864,TRAILERS-EQUIP & PARTS,1401  Route 23,,Butler,NJ,,4.3E+14
2500351935,47524,9738382242,9738382242,Ward Robert A,Ward Robert A, ,8111,Service Legal - Legal services,349410,LAWYERS,1250  State Hwy No 23,,Butler,NJ,,
2501074908,47524,9738386808,9738386808,Butler Chrysler Jeep Dodge Inc,Butler Chrysler Jeep Dodge Inc,BRUCE WAINRIGHT,5511,Ret Auto Dealers. Service Stations - New and used car dealers,39800,AUTOMOBILE DEALERS USED CARS,1341  State Hwy No 23,,Butler,NJ,,1.7E+14
2501119004,47524,9734920212,9734920212,Brauner Electrical Maintenance,Brauner Electrical Maintenance,ED BRAUNER-OWNER/RENEW AS IS,7629,Service Mfg Miscellaneous Repair - Electrical repair shops,373400,LIGHTING FIXTURES REPAIRING MAINTENANCE,110  Kiel Av,,Butler,NJ,,
2501119106,47524,9734920988,9734920988,Ditzig Ronald S,Ditzig Ronald S,DR RONALD DITZIG OWNER,8011,Service Health - Offices and clinics of medical doctors,2009929,PHYSICIANS & SURGEONS-DOCTORS OF PODIATRIC MEDICIN,210 2  Main,,Butler,NJ,,4.3E+14
2501168423,47524,9738380287,9738380287,Taste Of Dawn Natural Foods,Taste Of Dawn Natural Foods,FRED SHAFER,5499,Ret Food Stores - Mfg Miscellaneous food stores,4001467,VITAMINS FOOD SUPPLEMENTS,192  Main,,Butler,NJ,,4.3E+14
2501168547,47524,9738380800,9738380800,Route 23 Auto Mall,Route 23 Auto Mall,DONNA CHRISTMAN,7515,Service Auto Repair. Garages - Passenger car leasing,50245,AUTOMOBILE LEASING,1301  State Hwy No 23,,Butler,NJ,,4.3E+14
2501168592,47524,9738381096,9738381096,Pelcyger Scott,Pelcyger Scott,DR SCOTT PELCYGER-OWNER,8042,Service Health - Offices and clinics of optometrists,4000355,OPTOMETRISTS-O.D.,6  Bartholdi Av,,Butler,NJ,,4.3E+14
2501168627,47524,9738381177,9738381177,Wakai Herbert T Dds,Wakai Herbert T Dds,DR. HEBERT WAKAI-OWNER,8021,Service Health - Offices and clinics of dentists,4001172,DENTISTS,1375  State Hwy No 23,,Butler,NJ,,4.3E+14
2501168661,47524,9738381433,9738381433,Monahan P J Paint Co,Monahan P J Paint Co,MR.BILL MONAHAN/OWNER      RENEW AS IS,5231,Ret Bldg Materials. Hrdwre. Grdn Sup - Paint  glass  and wallpaper stores,467300,PAINT RETAIL,State Hwy No 23,,Butler,NJ,,4.3E+14
2501168694,47524,9738381515,9738381515,Excelsior Lumber Co Inc,Excelsior Lumber Co Inc,ROBERT KASLANDER JR PRES,5722,Ret Furniture. Home Furnishings - Household appliance stores,4000283,KITCHEN CABINETS & EQUIP ,140  Hamburg Tpk,,Butler,NJ,,1.7E+14
2501168810,47524,9738382309,9738382309,Mystical's Boutique,Mystical's Boutique,JUDITH ANDERSON - OWNER,752,Agricultural Services - Animal specialty services,4000304,PET GROOMING,309  Hamburg Tpk,,Butler,NJ,,4.3E+14
2501168912,47524,9738385552,9738383434,Roserne Liquors Northbound Inc,Roserne Motor Lodge, ,7011,Service Hotels. Lodging Places - Hotels and motels,431200,MOTELS,State Hwy No 23,,Butler,NJ,,4.3E+14
2501169140,47524,9738385528,9738385528,Sova Robert J,Sova Robert J,DR ROBERT SOVA DVM,742,Agricultural Services - Veterinary services  specialties,4000321,VETERINARIANS,1546  State Hwy No 23,,Butler,NJ,,4.3E+14
2501169140,47524,9738385528,9738385528,Sova Robert J,Sova Animal Hospital,DR ROBERT SOVA DVM,742,Agricultural Services - Veterinary services  specialties,4000321,VETERINARIANS,1546  State Hwy No 23,,Butler,NJ,7405,4.3E+14
2501169242,47524,9738386644,9738386644,Blanche's Furniture Service,Blanche's Furniture Service,KEN CORDES - OWNER,7641,Service Mfg Miscellaneous Repair - Reupholstery and furniture repair,2002862,FURNITURE REPAIRING & REFINISHING,309  Hamburg Tpk,,Butler,NJ,,4.3E+14
2501169468,47524,9738389292,9738389292,Pools By Brown,Pools By Brown,WAYNE H BROWN OWNER,5999,Ret Misc Retail Stores - Mfg Miscellaneous retail stores  nec,2006326,SWIMMING POOL EQUIP. & SUPLS.,1574  State Hwy No 23,,Butler,NJ,,4.3E+14
2501313715,47524,9738381300,9738381300,First Student Inc,First Student Inc, ,4142,Local Passenger Transportation - Bus charter service  except local,95500,BUSES CHARTER RENTAL,Hamburg Tpk,,Butler,NJ,,4.3E+14
2501313793,47524,9738386767,9738386767,Mullin Glass Co Inc,Mullin Glass Co Inc,GERALD F MULLIN JR.,7536,Service Auto Repair. Garages - Automotive glass replacement shops,4000167,SHOWER DOORS & ENCLOSURES,268  Main St,,Butler,NJ,,4.3E+14
2501313806,47524,9738387300,9738381133,Lakeland Bank,Lakeland Bank,TONY ROSE,6022,Banking - State commercial banks,60300,BANKS,(1)@  State Hwy No 23,,Butler,NJ,7405,4.3E+14
2501067045,47524,9142917270,9734923300,Crew Engineers,Crew Engineers,JOY SHAW,8711,Service Engineering. Management - Engineering services,226500,ENGINEERS CONSULTING,1250  State Highway 23,,Butler,NJ,74050,4.3E+14
2501313806,47524,9738387300,9736180193,Lakeland Bank,Lakeland State Bank,TONY ROSE,6022,Banking - State commercial banks,60300,BANKS,49  Bloomfield Av,,Caldwell,NJ,,4.3E+14
2500175179,47524,9732560694,9732560694,Wheeler Hal School For Dogs,Wheeler Hal School For Dogs,MICHAEL MARCHESE,752,Agricultural Services - Animal specialty services,4000842,PET ANIMAL TRAINING,1126  Pompton Av,,Cedar Grove,NJ,,4.3E+14
2500175179,47524,9732560694,9732560694,Wheeler Hal School For Dogs,Hal Wheeler's Pet Hotel,MICHAEL MARCHESE,752,Agricultural Services - Animal specialty services,4000834,KENNELS BOARDING SERVICES,1126  Pompton Av,,Cedar Grove,NJ,7009,4.3E+14
2500394356,47524,9732560330,9732560330,Suburban Physical Therapy Center,Suburban Physical Therapy Center,CHRIS MCNICHOL-MGR,8093,Service Health - Specialty outpatient clinics  nec,4001403,PHYSICAL THERAPISTS,194  2nd Av,,Cedar Grove,NJ,,4.3E+14
2500736270,47524,2017963600,9738576290,Columbia Bank,Columbia Bank,DOT WOOD,6022,Banking - State commercial banks,60300,BANKS,1027  Pompton Av,,Cedar Grove,NJ,7009,1.7E+14
2501182750,47524,9732562040,9732562040,Northeast Equipment,Northeast Equipment,DEBRA A HAUG,7699,Service Mfg Miscellaneous Repair - Repair services  nec,4000998,LANDSCAPE EQUIP SUPPLIES,1190  Pompton Av,,Cedar Grove,NJ,7009,4.3E+14
2501344881,47524,9732564566,9732564566,Budd's Auto Body Corp,Budd's Auto Body Corp,ROBERTA FERRARA,7549,Service Auto Repair. Garages - Automotive services  nec,2005409,AUTOMOBILE BODY REPAIRING & PAINTING,1416  Pompton Av,,Cedar Grove,NJ,,4.3E+14
2500736270,47524,2017963600,9738576290,Columbia Bank,Columbia Bank,DOT WOOD,6022,Banking - State commercial banks,60300,BANKS,1027  Pompton Av,,Cedar Grove,NJ,7009,1.7E+14
2500690571,47524,8005224100,9737012944,Valley National Bank,Valley National Bank,LEANNE KLEINMANNS,6022,Banking - State commercial banks,60300,BANKS,375  Main,,Chat,NJ,,1.7E+14
2500130461,47524,9734730070,9734730070,Valentine Harold,Valentine Harold,HAROLD VALENTINE OWNER,8111,Service Legal - Legal services,349410,LAWYERS,1195  Clifton Av,,Clifton,NJ,,4.3E+14
2500130494,47524,9734788300,9734788300,Best Care Medical Supply Co,Best Care Medical Supply Co,JOEL ISRAEL,5999,Ret Misc Retail Stores - Mfg Miscellaneous retail stores  nec,4000157,SURGICAL APPLIANCES & SUPPLIES,61  Lakeview Av,,Clifton,NJ,,4.3E+14
2500130654,47524,9734785000,9734785000,A G L Welding Supply Co Inc,A G L Welding Supply Co Inc, ,7359,Service Business Services - Equipment rental and leasing  nec,764000,WELDING EQUIP RENTALS,600  US Hwy No 46,,Clifton,NJ,,4.3E+14
2500130676,47524,9734785600,9734785600,American Marking Systems,American Marking Systems, ,5943,Ret Misc Retail Stores - Stationery stores,3000800,STENCILS & STENCIL SUPLS-COML,1015  Paulison Av,,Clifton,NJ,,1.7E+14
2500130687,47524,9734786400,9734786400,C-K Air Conditioning Inc,C-K Air Conditioning Inc,JOANNE LUKE-MGR,8711,Service Engineering. Management - Engineering services,2000476,AIR CONDITIONING CONTRACTORS & SYSTEMS,1061  Paulison Av,,Clifton,NJ,,4.3E+14
2500132496,47524,9734720900,9734720900,Counseling Centers The,Counseling Centers The,LOIS KLAPPER DIRECTOR,8049,Service Health - Offices of health practitioner,4001432,PSYCHOLOGISTS LICENSED,642  Broad,,Clifton,NJ,7012,1.7E+14
2500141497,47524,9737784000,9737784000,Carefree Bus Service,Carefree Bus Service,PAUL LENOIN,4142,Local Passenger Transportation - Bus charter service  except local,95500,BUSES CHARTER RENTAL,45  Somerset Pl,,Clifton,NJ,,1.7E+14
2500151682,47524,9737771635,9737771635,Corbo Jewelers Of Clifton,Corbo Jewelers Of Clifton, ,5944,Ret Misc Retail Stores - Jewelry stores,334400,JEWELERS ,Styertowne Shopping Center,,Clifton,NJ,,1.7E+14
2500151728,47524,9737773700,9737773700,United Food And Commercial Workers Local 1262,United Food And Commercial Workers Local 1262,JOSEPH BREEN OFFICE MGR.,8631,Service Membership Organizations - Labor organizations,341000,LABOR ORGANIZATIONS,1389  Broad,,Clifton,NJ,7013,1.7E+14
2500151955,47524,9734708900,9734708900,Hy-Grade Oil Company,Hy-Grade Oil Company,DANA FIORELLA,5984,Ret Misc Retail Stores - Liquefied petroleum gas dealers,279050,GAS PROPANE,301  River Rd,,Clifton,NJ,7014,4.3E+14
2500177615,47524,9737776350,9737776350,W H Linen Supply,W H Linen Supply,CHRISTOPHER HERMANNS,7213,Service Personal Services - Linen supply,380800,LINEN SUPPLY SERVICE,707  Paulison Av,,Clifton,NJ,7011,4.3E+14
2500181542,47524,9733407652,9733407652,The Tool Box,The Tool Box,BRUCE MC CARTHY OWNER,7699,Service Mfg Miscellaneous Repair - Repair services  nec,711600,TOOLS REPAIRING PARTS,119  Lakeview Av,,Clifton,NJ,,4.3E+14
2500181597,47524,9733408500,9733408500,Megariotis E,Megariotis E,DR. MEGARIOTIS,8041,Service Health - Offices and clinics of chiropractors,2100082,PHYSICIANS SURGEONS SPECIALTY GUIDE SPORTS MEDI,1450  Main Av,,Clifton,NJ,,4.3E+14
2500181600,47524,9733408787,9733408787,Festa Alfredo,Festa Alfredo,ALFREDO FESTA M.D.,8011,Service Health - Offices and clinics of medical doctors,2000684,PHYSICIANS & SURGEONS,451  Clifton Av,,Clifton,NJ,7015,4.3E+14
2500191180,47524,9737726864,9737726864,Lighting & Decorating Inc,Lighting & Decorating Inc,DAVE CHRISTIE,7389,Service Business Services - Business services  nec,2008655,FLOODLIGHTS & SEARCHLIGHTS,381 E 1st,,Clifton,NJ,7011,4.3E+14
2500195173,47524,9733650200,9733650200,Absolutely Fish,Absolutely Fish,D PATRICK DONSTON,5999,Ret Misc Retail Stores - Mfg Miscellaneous retail stores  nec,4000836,PET SHOPS,1080  U S Hwy No 46,,Clifton,NJ,,4.3E+14
2500195184,47524,9733650600,9733650600,Innovations Usa Inc,Innovations Usa Inc,MR. GUSTAVE HUNKLEY MGR,7311,Service Business Services - Advertising agencies,2010040,ADVERTISING DISPLAYS,58  Sylvan Av,,Clifton,NJ,,4.3E+14
2500195208,47524,9733651676,9733651676,Sellinger & Sellinger P. A.,Sellinger & Sellinger P. A.,TIM SELLINGER,8111,Service Legal - Legal services,349410,LAWYERS,1144  Clifton Av,,Clifton,NJ,,1.7E+14
2500233363,47524,9734700303,9734700303,Garcia Alfredo J,Garcia Alfredo J,DR RANSOM PARTNER,8011,Service Health - Offices and clinics of medical doctors,2000684,PHYSICIANS & SURGEONS,1035  U S Hwy No 46,,Clifton,NJ,,4.3E+14
2500233374,47524,9734700800,9734700800,Kridel Law Group,Kridel Law Group,JAMES KRIDEL,8111,Service Legal - Legal services,349410,LAWYERS,1035  U S Hwy No 46,,Clifton,NJ,,4.3E+14
2500233487,47524,9734712692,9734712692,Wiesen Mark,Wiesen Mark, ,8011,Service Health - Offices and clinics of medical doctors,2000684,PHYSICIANS & SURGEONS,1118  Clifton Av,,Clifton,NJ,,4.3E+14
2500233556,47524,9734715555,9734715555,Ploch's Garden Center,Ploch's Garden Center,METTA CHRISTENSEN,5992,Ret Misc Retail Stores - Florists,4001011,LAWN GARDEN CENTERS,1172  Broad,,Clifton,NJ,,4.3E+14
2500233567,47524,9734715600,9734715600,Warren Roger Dds,Warren Roger Dds,CHRIS (FEMALE),8021,Service Health - Offices and clinics of dentists,4001172,DENTISTS,1001  Clifton Av,,Clifton,NJ,,4.3E+14
2500233863,47524,9734732521,9734732521,Birch Lumber Co,Birch Lumber Co,JULIA INGRAM,5211,Ret Bldg Materials. Hrdwre. Grdn Sup - Lumber and other building materials,390000,LUMBER,38  Oak,,Clifton,NJ,,4.3E+14
2500233874,47524,9734732758,9734732758,Athenia Mason Supply Inc,Athenia Mason Supply Inc,KEN KIEVIT,1771,Construction Special Trade Contractors - Concrete work,169350,CONCRETE CONTRACTORS,2  Clifton Terr,,Clifton,NJ,,4.3E+14
2500233885,47524,9734732772,9734732772,Den Uyl Anthony,Den Uyl Anthony, ,8111,Service Legal - Legal services,349410,LAWYERS,1135  Broad,,Clifton,NJ,,4.3E+14
2500233909,47524,9734733270,9734733270,Crest Haven Memorial Park,Crest Haven Memorial Park,SHARON PERRELLI,6553,Real Estate - Cemetery subdividers and developers,4000750,CEMETERIES MEMORIAL PARKS,Passaic Av,,Clifton,NJ,,4.3E+14
2500233909,47524,9734733270,9734735646,Crest Haven Memorial Park,West Ridgelawn Cemetery,SHARON PERRELLI,6553,Real Estate - Cemetery subdividers and developers,4000750,CEMETERIES MEMORIAL PARKS,Dwasline Rd & Allwood Rd,,Clifton,NJ,,4.3E+14
2500234002,47524,9734737770,9734737770,Air-Chek Mfg Co Inc sion Fund,Air-Chek Window Depot Mfg,BILL SCHOL,5211,Ret Bldg Materials. Hrdwre. Grdn Sup - Lumber and other building materials,2009693,WINDOWS,876  Van Houten Av,,Clifton,NJ,,4.3E+14
2500234251,47524,9734784681,9734784681,B N K Restoration Co Inc,B N K Restoration Co Inc,NANCY GUNDER SEC.,1799,Construction Special Trade Contractors - Construction Special Trade Contractors  nec,2010080,ASBESTOS REMOVAL & ABATEMENT SVCE.,223  Randolph Av,,Clifton,NJ,,4.3E+14
2500324681,47524,9737738500,9737738500,Gramco Word Processing Inc,Gramco Word Processing Inc,TOM GRAZIANO,5999,Ret Misc Retail Stores - Mfg Miscellaneous retail stores  nec,732500,TYPEWRITERS SUPPLIES ATTACHMENTS,1149  Bloomfield Av,,Clifton,NJ,,4.3E+14
2500327413,47524,9734724455,9734724455,Ajax Automotive Machine & Parts,Ajax Automotive Machine & Parts, ,7549,Service Auto Repair. Garages - Automotive services  nec,4000225,AUTOMOBILE OIL CHANGE & LUBRICATION-MOBILE SERV,791  Paulison Av,,Clifton,NJ,,4.3E+14
2500333080,47524,9734718009,9734718009,Dynametric Tool Co,Dynametric Tool Co, ,7389,Service Business Services - Business services  nec,709700,TOOL DESIGNERS,27  Somerset Pl,,Clifton,NJ,,4.3E+14
2500342547,47524,9737726887,9737726887,Cutters Edge,Cutters Edge,DAVID FEINBERG,7699,Service Mfg Miscellaneous Repair - Repair services  nec,599210,SHARPENING SERVICE,345  Lakeview Av,,Clifton,NJ,,4.3E+14
2500342605,47524,9737728100,9737728100,American Coin & Stamp Co Inc,American Coin & Stamp Co Inc,JEFFREY ANGELLO,7532,Service Auto Repair. Garages - Top and body repair and paint shops,3001861,STAMPS-DISTRS,1273  Main Av,,Clifton,NJ,,1.7E+14
2500342605,47524,9737728100,9737728100,American Coin & Stamp Co Inc,American Coin & Stamp Co Inc,JEFFREY ANGELLO,5945,Ret Misc Retail Stores - Hobby  toy  and game shops,2005453,COIN DLRS.. SUPLS.. ETC.,1273  Main Av,,Clifton,NJ,7011,1.7E+14
2500342672,47524,9734735328,9734735328,United Textile Workers Of N J District Council Welfare & Pension Fund,United Textile Workers Of N J District Council Welfare & Pension Fund,MARY ANN MALINSKI-MGR,8631,Service Membership Organizations - Labor organizations,341000,LABOR ORGANIZATIONS,881  Allwood Rd,,Clifton,NJ,,4.3E+14
2500342672,47524,9734735328,9737731616,United Textile Workers Of N J District Council Welfare & Pension Fund,Council Of United Textile Workers Afl-Cio United Food & Commercial Wkrs,MARY ANN MALINSKI-MGR,8631,Service Membership Organizations - Labor organizations,341000,LABOR ORGANIZATIONS,881  Allwood Rd,,Clifton,NJ,,4.3E+14
2500342694,47524,9737733741,9737733741,Abrams Keith A,Abrams Keith A,DR KEITH A ABRAMS-PRES-RENEW AS IS,8021,Service Health - Offices and clinics of dentists,4001172,DENTISTS,1100  Clifton Av,,Clifton,NJ,,4.3E+14
2500342785,47524,9737737302,9737737302,Precision Saw & Tool Corp,Precision Saw & Tool Corp, ,5251,Ret Bldg Materials. Hrdwre. Grdn Sup - Hardware stores,583500,SAWS,56  Colfax Av,,Clifton,NJ,,4.3E+14
2500342912,47524,9737770064,9737770064,Foster Animal Hospital PC,Foster Animal Hospital PC,KIM VAN NORTWICK-HOSP MGR,742,Agricultural Services - Veterinary services  specialties,4000321,VETERINARIANS,1347  Broad,,Clifton,NJ,,1.7E+14
2500343048,47524,9737771920,9737771920,East Ridgelawn Cemetery,East Ridgelawn Cemetery,GARY,6553,Real Estate - Cemetery subdividers and developers,4000750,CEMETERIES MEMORIAL PARKS,Main Av,,Clifton,NJ,,4.3E+14
2500343106,47524,9733403535,9733403535,Park Stein Inc,Park Stein Inc,STEVEN TENDLER.,4953,Elec. Gas. Sanitary Services - Refuse systems,4000519,GARBAGE REMOVAL,613  State Hwy No 46,,Clifton,NJ,,1.7E+14
2500343128,47524,9737774000,9737774000,Richards Associates Inc,Richards Associates Inc,CRAIG LOFTUS,6411,Insurance Agents. Brokers. Services - Insurance agents  brokers  and service,385200,LOANS,1126  Clifton Av,,Clifton,NJ,,4.3E+14
2500343162,47524,9737774650,9737774650,Haspel Marc Dpm,Haspel Marc Dpm,MARK HASPEL,8011,Service Health - Offices and clinics of medical doctors,2009929,PHYSICIANS & SURGEONS-DOCTORS OF PODIATRIC MEDICIN,1100  Clifton Av,,Clifton,NJ,,4.3E+14
2500343219,47524,9737776100,9737776100,Clifton Metal Products Co Inc,Clifton Metal Products Co Inc,DIETER KEMMERICH V.P.,1751,Construction Special Trade Contractors - Carpentry work,295800,GUARDS MACHINE,41  Clifton Blvd,,Clifton,NJ,,4.3E+14
2500343479,47524,9737781232,9737781232,Academy Of Astrology Inc,Academy Of Astrology Inc,STEVE JOSEPH SINOPOLI,8299,Service Education - Schools and educational services  nec,2009736,SCHOOLS-TECHNICAL & TRADE,1135  Clifton Av,,Clifton,NJ,,4.3E+14
2500343606,47524,9737781819,9737781819,Kayser's Dairy Inc,Kayser's Dairy Inc,JOHN J. MC KEE/VICE-PRESIDENT RENEW AS IS,241,Agricultural Production Livestock - Dairy farms,188800,DAIRIES,11  Lewis Pl,,Clifton,NJ,,4.3E+14
2500343617,47524,9737786620,9737786620,Claus Electric Inc,Claus Electric Inc, ,1731,Construction Special Trade Contractors - Electrical work,215700,ELECTRIC CONTRACTORS,118  Highland Av,,Clifton,NJ,,4.3E+14
2500343662,47524,9737788607,9737788607,Wiegers Inc,Wiegers Inc,TOM WIEGERS,5561,Ret Auto Dealers. Service Stations - Recreational vehicle dealers,4000564,MOBILE HOMES TRAILERS MFRS SUPPLIES EQUIP,181  Fornelius Av,,Clifton,NJ,,4.3E+14
2500343720,47524,9737791124,9734725863,Feinstein Miles,Saykanic John Vincent,MILES FEINSTEIN-OWNER,8111,Service Legal - Legal services,349410,LAWYERS,624  Grove,,Clifton,NJ,70133843,4.3E+14
2500343720,47524,9737791124,9737791124,Feinstein Miles,Feinstein Miles,MILES FEINSTEIN-OWNER,8111,Service Legal - Legal services,2300078,LAWYERS SPECIALTY GUIDE MUNICIPAL LAW,1135  Clifton Av,,Clifton,NJ,,4.3E+14
2500343844,47524,9737721660,9737721660,Crossroads Free Methodist Church,Crossroads Free Methodist Church,WILLIAM KIRSHOFF - PASTOR,8661,Service Membership Organizations - Religious organizations,162650,CLERGY,195  Piaget Av,,Clifton,NJ,7011,4.3E+14
2500395573,47524,9737781101,9737781101,Scott Terence M,Scott Terence M,TERENCE M SCOTT- OWNER,8111,Service Legal - Legal services,2300061,LAWYERS SPECIALTY GUIDE JUVENILE LAW,1135  Broad,,Clifton,NJ,,4.3E+14
2500395835,47524,9734708224,9734708224,American Building Concepts,American Building Concepts, ,1521,Construction General Building Contractors - Single-family housing construction,174250,CONTRACTORS GENERAL,107  Chelsea Rd,,Clifton,NJ,,4.3E+14
2500400731,47524,9734711500,9734729600,Travel World Inc-Carlson Wagonlit Travel,Welcome NY NJ,WILLIAM ACTMAN-CONTROLLER,4725,Transportation Services - Tour operators,712400,TOUR OPERATORS PROMOTERS,777  Passaic Av,,Clifton,NJ,,4.3E+14
2500401436,47524,9734736643,9734736643,Weinrich Advertising -Communications Inc,Weinrich Advertising -Communications Inc,LORI FABISIAK (PRES),7311,Service Business Services - Advertising agencies,3700,ADVERTISING AGENCIES COUNSELORS,915  Clifton Av,,Clifton,NJ,,4.3E+14
2500494404,47524,9737783333,9737783333,Bond Parade Floats & Displays Inc,Bond Parade Floats & Displays Inc,ROBERT DEVITO-OFF MGR,7389,Service Business Services - Business services  nec,258800,FLOATS PARADE,111  Clifton Blvd,,Clifton,NJ,,4.3E+14
2501055303,47524,9734737171,9734737171,Pfeffer Howard J,Pfeffer Howard J,HOWARD J. PFEFFER,8111,Service Legal - Legal services,349410,LAWYERS,1033  U S Hwy No 46,,Clifton,NJ,7015,4.3E+14
2501117728,47524,9737779344,9737779344,Bridals By Roma,Bridals By Roma,ROBERT GROSS,5947,Ret Misc Retail Stores - Gift  novelty  and souvenir shop,4000655,BRIDALWEAR,1096  U S Hwy No 46,,Clifton,NJ,7013,4.3E+14
2501118525,47524,9734732674,9734732674,Gerardi Fashion Fabrics Inc,Gerardi Fashion Fabrics Inc,ATUL SHAH PRES,5949,Ret Misc Retail Stores - Sewing  needlework  and piece goods,243400,FABRIC SHOPS,310  Colfax Av,,Clifton,NJ,,4.3E+14
2501118649,47524,9734717802,9734717802,Petrina William,Petrina William,WILLIAN PETRINA - OWNER - RENEW AS IS,8111,Service Legal - Legal services,349410,LAWYERS,840  Van Houten Av,,Clifton,NJ,,4.3E+14
